smiles,ld50
CC1=CCC(=O)O1,1.4
CC(C)CC(=O)CC(C)C,1.39
CCCCC1C(=O)NN(C1=O)C1=CC=CC=C1,2.12
OC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,3.96
CCC(C)C(C)(COC(N)=O)COC(N)=O,2.3
CN(CCC#N)CCC#N,2.19
CC(C)CC(=O)CC1(C)CCC(O1)C1=COC=C1,2.85
OC(=O)COC1=NN(CC2=CC=CC=C2)C2=C1C=CC=C2,2.37
ClCC(=O)OCC1CC2CC1C=C2,3.08
O=NN1CCSC1,1.78
OCC1OC2OC3C(CO)OC(OC4C(CO)OC(OC5C(CO)OC(OC6C(CO)OC(OC7C(CO)OC(OC8C(CO)OC(OC1C(O)C2O)C(O)C8O)C(O)C7O)C(O)C6O)C(O)C5O)C(O)C4O)C(O)C3O,1.78
CC(=O)OCCCCCCOC(C)=O,1.83
OS(=O)(=O)C1=C2C(=O)C3=C(C=CC=C3C(=O)C2=CC=C1)S(O)(=O)=O,2.29
CON(C1CCCCC1)C(=O)C1=C(C)OC(C)=C1,1.82
CN1CCN(CCCN2C3=C(SC4=C2C=CC=C4)C=CC=C3)CC1,2.83
CC1=C(NC(=N)NC(N)=N)C=CC=C1,2.38
COC1=C(C=CC=C1)[N+]([O-])=O,2.32
CC(=O)CC(C)(C)NC(=O)C=C,1.98
CC(C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,2.4
FC(F)C(F)(F)OC1=CC=CC=C1,1.59
OCC1(CO)CCC=CC1,1.91
CC(Br)(CCl)CBr,2.51
COP(=S)(OC(C)C)OC1=CC=C(C(C)=C1)[N+]([O-])=O,4.09
CC1(C)COC1=O,1.83
CC1=C(C)C2=C(CCC(C)(O2)C(O)=O)C(C)=C1O,1.76
OC(=O)CF,4.22
CC1=CC2=C(NC(=N2)C(F)(F)F)C=C1,3.5
CC1=C(CNC2=NCCS2)C=CC=C1,3.1
CCCC(C)CO,1.86
CCOP(O)(=O)C(N)=O,1.18
CSC1=CC=C(OP(C)(C)=S)C=C1C,3.15
C(NC1=C2N=CN=C2N=CN1)C1=CC=CC=C1,2.02
CC(C)C(C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1)C1=CC=C(OC(F)F)C=C1,3.83
CC(O)CNC(C)(C)CC1=CC=CC=C1,2.77
FC1=CC=C(C#N)C(=C1)C#N,4.02
CC(C)C1=NOC2=C1C=NC(=N2)C(C)(C)C,1.15
CCC(C)C(CC)C(N)=O,2.27
CCC(C)(C)C1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1,2.24
ClCC1=C(CCl)C=CC=C1,1.89
[O-][N+](=O)C1=CC2=C(N=C(N2)C(F)(F)F)C(Cl)=C1,4.43
C(NC1=C2NCNC2=NC=N1)C1=CC=CC=C1,2.03
CC(C)N1C(=O)N=C(C2=CC(O)=CC=C2)C2=C1C=C(C)C=C2,2.27
CC(C)OP(=S)(CCl)SC1=CC=C(Cl)C=C1,4.08
ClC1=CC=CC(Cl)=C1NC1=NCCN1C(=O)C1=NC2=C(C=CC=C2)C=C1,3.94
CC1=CC=C(SN2C(=O)C3=C(C=CC=C3)C2=O)C=C1,1.73
CN(C)N=NC1=CC=C(C)C=C1,2.62
CCN(CC)N=NC1=CC=CC=C1,2.53
CCOC(=O)CC(=O)OC(Br)C(Cl)(Cl)Cl,2.12
CCN(CC)CCC(CC=C(C)C)(C(N)=O)C1=CC=CC2=C1C=CC=C2,3.7
NC1=C(Cl)C=C(C=C1Cl)C(=O)NC1CC1,3.16
CC(=O)C1=C2CCC(CC2=C(C)NC1=O)C1=CC=NC=C1,3.28
OCC(F)(F)C(F)(F)C(F)(F)CO,2.08
CN(C)C1=CC=CC=C1,2.1
[O-][N+](=O)C1=CC=C(OP(=O)(OCCCCl)OCCCCl)C=C1,4.05
CCC1OC(C)SC1=NOC(=O)NC,4.16
OC1(CCN(CCCC(=O)C2=CC=C(F)C=C2)CC1)C1=CC=C(Cl)C=C1,3.47
OC(C1CCCCN1)(C1=CC=CC=C1)C1=CC=CC=C1,3.17
ClCC(Cl)(Cl)C#N,2.8
CC(C)CCCC(C)C1CCC2C(CCCC12C)=CC=C1CC(O)CC(O)C1=C,3.07
CCOP(N)(=O)SC,4.49
CC1=CC(OCC2CNC(=O)O2)=CC(C)=C1,2.46
COCC1CS1,1.68
CCOP(=O)(OCC)C(=C)OP(=O)(OC)OC,3.28
OC(=O)C1=CC=NC=C1,1.39
NC1=NC2=C(O1)C=C(Br)C(Cl)=C2,3.25
O=C(OCC=CC1=CC=CC=C1)C=CC1=CC=CC=C1,1.8
CCN(CC)C(=S)SC1=NC2=C(S1)C=CC=C2,1.67
CC(C)NC(=O)N1CC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1,1.98
CCOC(C1=NCC(C)(C)N1)C1=CC=C(Cl)C(Cl)=C1,3.44
CN1N(C(C=C1C)=NC(=O)C1=C(O)C=CC=C1)C1=CC=CC=C1,2.38
CCCCN1C2=C(NC(C)=N2)C(=O)N(CC=C)C1=O,4.04
CO[SiH](OC)OC,1.91
ClCCC(=O)OC1=C(OC(=O)CCCl)C(=O)OC1=O,1.65
NC(=N)NCC1CCC(CC1)C(=O)OC1=C(C=CC=C1)C(=O)OCC1=CC=CC=C1,1.71
OCC(O)CO,0.86
FC(F)(F)C1=CC=C(C=C1)C1C(=O)C2=C(C=CC=C2)C1=O,3.17
CN(C)N=NC1=CC=C(F)C=C1,2.71
CCOP(=O)(OCC(Cl)CCl)OC=C(Cl)Cl,3.7
CN(C)CCOC1=NC(N)=NC=C1,2.08
COC1=CC(C=CC)=CC=C1OC(C)=O,1.78
CN(C)C#N,2.68
CCCOC1=CC=C(C=O)C=C1,2.0
CC(=C)C(=O)NCO,2.61
CC1=CC(N)=CC(C)=C1,2.23
CCC(=CC)C=O,1.64
CCC(=O)C1=CC=C2SC3=C(C=CC=C3)N(CCCN(C)C)C2=C1,2.83
CC1=NN(C(=C1)N1C(C)=NC2=C(C=CC=C2)C1=O)C1=CC=CC=C1,2.25
CCC(C)C1=CC(OC(=O)NC)=CC=C1C,3.8
CCOP(=S)(OCC)SCSC1=CC=C(Cl)C=C1,4.7
CC(CCOC(=O)C=C)OC(=O)C=C,1.74
CCCCC(CC)CNC(=O)CC(C)OC(=O)CCC(O)=O,1.42
OC(=O)C1=CC=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1[N+]([O-])=O,2.17
COC1=NC=CN=C1NS(=O)(=O)C1=CC=C(N)C=C1,2.01
ClC1=CC2=C(OC3=C(C=CC=C3)N=C2N2CCNCC2)C=C1,3.0
O=C(CC1=CC=CC=C1)OC1=C(OC(=O)CC2=CC=CC=C2)C(=O)OC1=O,1.66
CC(=C)CCl,2.03
CN1C(C(=O)NC2=NC=CS2)=C(O)C2=C(C=CC=C2)S1(=O)=O,3.4
O=S1(=O)CCCO1,3.09
CCCOP(=O)(OCCC)OC1=CC2=C(C=C1)C(C)=C(Cl)C(=O)O2,3.67
CC(CC(C)(C)OC(C)=O)OC(C)=O,1.79
OCC1COC(O1)C1=CC=CC=C1,1.76
O=C1OCCO1,0.94
C[N+]1=C2C3=C(C=CC2=C2C=CC4=C(OCO4)C2=C1)C=C1OCOC1=C3,2.3
ClC1=CC(=CC(Cl)=C1)N1C(=O)CCC1=O,2.44
C1CSC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1,1.93
NC(=N)N[N+]([O-])=O,1.01
CCCCN(N=O)C(N)=O,2.56
CCN(CC)C1=NC(NC(C)C)=NC(OC)=N1,2.43
CC(C)CC(C)CC(O)CC(C)C,1.04
BrC1=NC(Br)=C(Br)N1,3.95
OC(=O)C(=CC1=CC=C(Cl)C=C1Cl)C#N,3.69
CC1=CC(Cl)=CC=C1CN1N=C(C(O)=O)C2=C1C=CC=C2,1.88
CC1=C(C(=CC=C1)[N+]([O-])=O)[N+]([O-])=O,2.3
CC(C=O)=CC1=CC=CC=C1,1.85
CCCCCCCCCCCCCCCCCC(O)C1=CC=C(C(O)=O)C(Cl)=C1,1.93
O=C(OC1CCC(CC1)N1CCCCC1)C1CCCCC1,2.07
COC1=CC=C(C=C1)C(=O)C1=CC=CC=C1,1.63
CC1=NC2=C(C=C(Cl)C=C2)S(=O)(=O)N1,2.37
ClC(Cl)(Cl)C1=CC=C(C=C1)C(Cl)(Cl)Cl,1.99
C1CCN2CC3CC(C=C4CCCNC34)C2C1,2.69
ClC(=O)C1C2CC(C=C2)C1C(Cl)=O,1.95
CCOP(=S)(SCC)SCC,1.82
CC1=C(SCCO1)C(=O)NC1=CC=CC=C1,2.74
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,3.86
CC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O,2.4
CCN(CC)CC,2.34
CCSCCSP(=S)(OC)OC,3.79
OC1CCN(CC1)C1=NN=C(C=C1)C1=C(Cl)C=C(Cl)C=C1,3.03
COC1=CC(C=CC(=S)N(C)C)=CC(OC)=C1OC,3.7
CCCCC(CC)CNC1CCCCC1,2.47
CN(C)C(=O)N(C(=O)C1=CC=CC=C1)C1=CC=C(Cl)C(Cl)=C1,1.83
NC1=CC(=CC=C1O)[N+]([O-])=O,1.81
CC1(C)CC(CC(C)(C)N1)NCCCCCCNC1CC(C)(C)NC(C)(C)C1,2.65
CCOP(=S)(OCC)N=C1SCCS1,4.29
ClCC(Cl)=C(Cl)C(Cl)Cl,2.69
CCP(=S)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,4.65
CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,3.16
ClCC(Cl)(Cl)C(Cl)Cl,2.42
CCCCCCC=CC=O,1.45
CCCCC(C)(O)CC=CC1C(O)CC(=O)C1CCCCCCC(=O)OC,3.67
CC(C(O)=O)C1=CC=C(N2CC=CC2)C(Cl)=C1,2.86
CC1CCC(N)CC1N,1.97
NC(=S)NC1=CC(Cl)=CC=C1,3.87
CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=O,2.18
CO[Si](CCCCl)(OC)OC,1.47
CCOP(=O)(OCC)SC(P(=O)(OCC)OCC)(P(=O)(OCC)OCC)P(=O)(OCC)OCC,4.33
OCCF,4.11
CS(O)(=O)=O,2.68
CNC(=O)OC1=CC=CC2=C1OC(C)(C)CC2,4.89
COP(=S)(OC)SCCSC(C)C,3.24
COC(=O)CCCCCCCC=CC,1.82
C=COC=O,1.41
CNC(=O)ON=CC1(C)SCC(C)S1,5.37
CC(C)C1=C(O)C(O)=C(C=O)C2=C(O)C(=C(C)C=C12)C1=C(O)C2=C(C=O)C(O)=C(O)C(C(C)C)=C2C=C1C,2.35
CC(=O)C1(C)C(C)(C)C2=CC=C(C)C=C2C1(C)C,2.16
CCCOP(=S)(OCC)OC1=C(OC)C(=O)N(C)N=C1,4.61
CCCSP(=O)(OCC)OC1=CC=C(SC2=CC=C(Cl)C=C2)C=C1,2.77
CC(C)C1=CC=C(C=C1)C1=CC=CC=C1,1.63
CC(=C)C(C)=O,2.67
COP(=S)(OC)OC1=CC=C(C(C)=C1)[N+]([O-])=O,3.04
COC(C)C=CC,1.92
COP(=S)(OC)OC1=CC=C(C#N)C(C)=C1,2.41
CC1=NC=C(CO)C(C=NNC(=O)C2=CC=NC=C2)=C1O,1.76
CC(N)(CC1=CC=C(O)C(O)=C1)C(O)=O,1.57
CC1=C2N3C=NN=C3SC2=CC=C1,2.88
[O-][N+](=O)C1=CN=CN1CCN1CCOCC1,2.17
CC1C2CC3=CC=C(O)C=C3C1(C)CCN2CCC1=CC=CC=C1,3.55
CCCCCCCCCCCCCN1CC(C)OC(C)C1,2.66
CCOC(C1=NCC(C)(C)CN1)C1=CC=C(Cl)C=C1,3.17
OCC(=O)NC1=CC=CC=C1,1.95
CCCC(C)OC(N)=O,2.49
CCCCC(=O)OC1CCC(CC1)N1CCCCC1,2.25
NS(=O)(=O)C1=CC(Cl)=C(Cl)C(=C1)S(N)(=O)=O,1.48
FC1=C(F)C(N2C(=O)C=CC2=O)=C(F)C(N2C(=O)C=CC2=O)=C1F,2.21
CCOC1=CC=C(C=C1CNCCBr)[N+]([O-])=O,4.08
CC1(C)CNC(NC1)=NN=C(C=CC1=CC=C(C=C1)C(F)(F)F)C=CC1=CC=C(C=C1)C(F)(F)F,2.64
CCOC(CC)(C1=NCC(C)(C)CN1)C1=CC=C(Cl)C=C1,3.73
OCCOCC1=CC=CC=C1,2.11
OC(=O)CS,2.91
C[Si](C)(C)CCC(O)=O,1.69
COC1=C(S)C=CC=C1,1.91
CC(C)C1=NC(=O)C=C(C)N1,1.75
CC1=CC(C)=C(C2=C(OC(=O)C(C)(C)C)C3=C(C=CC=C3)C2=O)C(C)=C1,1.64
[O-][N+](=O)OCC(CO[N+]([O-])=O)O[N+]([O-])=O,3.33
[O-][N+](=O)C1=CC=C(C#N)C(=C1)C#N,2.31
ClC1=CC2=C(OC=N2)C=C1,2.37
CC1=C(C=CC=C1)C#N,1.56
CC1=CC=C(C=C1S(Cl)(=O)=O)[N+]([O-])=O,1.5
CC(C)=CC1C(C(=O)OC2CC(=O)C(CC#C)=C2C)C1(C)C,2.81
CCCCN1CC(C)CN=C1C(OCC)C1=CC=CC=C1,2.52
NC1=C(CNC2CCC(O)CC2)C=C(Br)C=C1Br,1.45
CCCCOCN(C(=O)CCl)C1=C(CC)C=CC=C1CC,2.25
CC(=O)C1=CC=C(N)C=C1,2.55
CC1OCSC1=NOC(=O)NCC=C,2.68
[O-][N+](=O)OCCNC(=O)C1=CC=CN=C1,2.24
COP(=O)(OC)SCN1C(=O)C2=C(C=CC=C2)C1=O,3.78
CCOP(S)(=S)OCC,1.62
CC(C)N1C(=O)N=C(C2=CC=CC=C2)C2=C1C=C(C)C=C2,2.56
CCOP(=O)(OCC)SC(Cl)C(Cl)Cl,5.08
CCCC(=O)OC(=O)CCC,1.25
COP(=S)(OC)OC1=CC=C(C(SC(C)C)=C1)[N+]([O-])=O,2.47
CN1CCN=C(C2=CC=CC=C2)C2=C1C=CC(Cl)=C2,2.48
CCC1=CN=C(C)C=C1,2.01
OC1=C(CC=C(Cl)Cl)C(=O)C2=C(C=CC=C2)C1=O,3.0
CON(C)C(=O)CC(SP(=S)(OC)OC)C(=O)N(C)OC,4.41
NC1=CC=C(N)C2=C1C(=O)C1=C(C=CC=C1)C2=O,1.61
CCCC(=O)OC(=C(Cl)Cl)P(=O)(OC)OC,2.42
CC1=CC(C)(C)NC2=C1C=CC=C2,1.94
[O-][N+](=O)C1=CC=C(C=C1)C(Cl)=O,1.52
OCCNC(=O)C1=C(OCC=C)C=CC=C1,2.28
CCOP(=O)(OCC)SCS(=O)(=O)CC,5.74
CCCCN1C2=NN(C(=O)OC)C(NC)=C2C(=O)N(CCC)C1=O,2.15
NC1=CC=C(C=C1)N=NC1=CC=C(O)C=C1,2.04
CC1(C)C(C=C(Cl)C(F)(F)F)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1,3.9
NC(=O)NC1=CC=C(C=C1)[As](O)(O)=O,2.71
CCOP(=O)(OCCCl)OC=C(Cl)Cl,4.75
CCOP(=S)(OCC)SCC1=NN=C(SCC)S1,3.12
CCCCC(CC)C=O,1.69
CSC1=NN(C(=N1)C1=CC=C(Cl)C=C1)C1=CC=C(Cl)C=C1,2.64
C=CCOC1CC2CC1CC2OCC=C,1.81
CC(OP(C)(F)=O)C(C)(C)C,5.66
CC(O)COS(C)(=O)=S,2.33
CC(NNC(=O)C1=CC=CC=C1)C1=CC=CC=C1,2.55
CC1=C2C=CC3=C(C=CC=C3)C2=C(C)C2=C1C=CC=C2,2.89
CC(=O)OC(C)=O,1.76
CCC1=CC=CC(CC)=C1N(CC(O)=O)C(=O)CCl,2.09
CC1=CC=C(O)C(=C1)C1CCCCC1,2.01
CCOC1=C(C=CC=C1)N1CCN(CCC=CC2=CC=C3NC(=O)CCC3=C2)CC1,2.91
S=C1NC=NC2=C1NC=N2,2.74
CCCCC(CC)COC(CBr)C1=CC=C(Cl)C(Cl)=C1,3.18
O=NN1CCCCCCCC1,2.44
COP(=O)(OC(Br)C(Cl)(Cl)Br)OC1=CC=CC=C1,2.95
COC(=O)CC1=CC=CC=C1,1.77
CN(C)C=NC1=CC=C(Cl)C=C1C,3.09
ClC1=CC=C(OS(=O)(=O)C2=CC=CC=C2)C=C1,2.3
N#CCCCCCCC#N,2.96
CC(=C)C(=O)OCCO,1.41
COC1=CC=C2CC3N(C)CCC4(CC(O)CCC34O)C2=C1OC,2.99
CCCC=CC=O,2.1
CNC(=O)OC1=CC=C(N=CN(C)C)C(C)=C1,4.51
CN(C1=CC=C(Cl)C=C1)S(=O)(=O)C1=CC=C(Cl)C=C1,2.1
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(O)CC(C)C(=O)C(C)C(O)C1(C)O,2.2
CC(CC1=CC=CC=C1)NCCC(C1=CC=CC=C1)C1=CC=CC=C1,3.12
O=C1NC2=C(CCC2)C(=O)N1C1CCCCC1,1.33
CO[Si](CCl)(OC)OC,2.53
CCOC(=O)CCC#N,1.18
CC(C)NCC(O)COC1=CC=CC2=C1OCC(O)C2,2.18
CCCCCCS,1.97
O=C1NC(=O)C(N1S(=O)(=O)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,2.36
CC1CCC23CC1C(C)(C)C2CCC3=CC(C)=O,1.68
CC1=CC(F)=CC=C1NC(=O)C1=C(O)C(=CC(Cl)=C1)C1=CC=C(Cl)C=C1,2.19
CN1CCCCC1CCN1C2=CC(Cl)=CC=C2SC2=C1C=CC=C2,2.48
C1CNCCN1,1.66
CS(=O)(=O)C1=NN(C(=N1)C1=CC=C(F)C=C1)C1=CC=C(Cl)C=C1,3.17
CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(C2O)N(C)C)C(C)(CC(C)C(=O)C(C)C(O)C1(C)O)OC,2.77
ClC1=CC=C(C(Cl)=C1)C1(CN2C=NC=N2)OCCO1,2.99
CC1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,2.08
ClC1=C(C=CC=C1)C(N1C=CN=C1)(C1=CC=CC=C1)C1=CC=CC=C1,2.69
CC(C)(C#N)C(C)(C)C#N,3.7
ClC1=CC=CC(Cl)=C1C#N,1.8
CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(N)(=O)=O)[N+]([O-])=O,1.54
CC(C)CCCCCCCOC(=O)C=C,1.29
CN(C)CCCN1C2=C(CCC3=C1C=CC=C3)C=CC=C2,3.05
CC(=O)C1=CC=C(OCC(=O)NN)C=C1,2.06
CCCCCCCCCC1(C)OCC(COC(N)=O)O1,1.98
CC(C)CNC(=O)OCC(O)C1COC2=C(O1)C=CC=C2,2.29
CCCCC(CC)COC(Cl)=O,1.55
NNC(=O)CSC1=CC(OC2=CC=C(F)C=C2)=NC=N1,2.87
CCN(CC)CCOCC1=C(OC)C(Br)=CC(Br)=C1,2.9
OC1=C(Cl)C(Cl)=C(Cl)C(Cl)=C1Cl,3.99
CCOP(=O)(OCC)OC=CCSCC,5.23
OP(O)(=O)OCC(Cl)(Cl)Cl,2.43
CC(OC(=O)NC1=CC(Cl)=CC=C1)C#C,1.97
ClS(=O)(=O)C1=CC=CC=C1,1.96
NCCCC1(CCCN)C2=C(C=CC=C2)C2=C1C=CC=C2,2.65
FC(F)(F)C1=NC2=C(N1)C=C(Cl)C(Cl)=C2Br,5.18
O=C1CCC(=O)O1,1.82
CCCCN=C=O,2.22
ClC1=C(Cl)C=C2OC(=O)NC2=C1,2.46
ClC1=CC=C(Cl)C=C1,2.47
COC1=CC=C2N(C3CCCN(C)C3)C3=C(SC2=C1)C=CC=C3,2.64
CCOP(=O)(OC=CCl)N(CC)CC,3.5
NC(=S)SSC(N)=S,1.98
CC(C)OCCOCCO,1.12
COP(=S)(OC)SCN1N=CC=CC1=O,4.88
ClCC(Cl)Cl,2.2
ClC1C2OC2C2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,4.41
COCCOC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCC=CC1=CC=CC=C1,2.05
CCCCC(CC)COP(OC1=CC=CC=C1)OC1=CC=CC=C1,2.27
OC(=O)CCC(=O)C1=CC2=C(OC3=C2C=CC=C3)C=C1,2.32
[O-][N+](=O)C1=C2N=C(NC2=CC=C1Cl)C(F)(F)F,4.43
C=CC=CC=C,2.58
OC=C,2.84
CN(C)C1C2CC3C(=C(O)C2(O)C(=O)C(C(N)=O)=C1O)C(=O)C1=C(C=CC=C1O)C3(C)O,2.74
NC(=O)C=C,2.76
O=C(CC1=CC=CC=C1)NNCC1=CC=CC=C1,1.98
CCOP(=O)(OCC)OC(CC(=O)OC)=CC(=O)OC,5.19
CCNC(=O)CC1=CC=CC=C1,2.33
COP(=S)(OC)SCOC(C)=O,3.39
CC1CCOC(C1)C=C(C)C,1.55
CCN1CCCC1=O,1.92
CCS(=O)CC(C)SP(=O)(OC)OC,3.47
CCOC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1,2.84
COCCO,1.51
OC(CCl)CN1CCCN(CC(O)CCl)C2=C1C=CC=C2,2.65
CC1=COC(C)(CC1)C=O,1.76
CCCCCCCCCCOC=C,1.67
CCSCCOC(=O)C(C)=C,1.37
CCOP(=S)(OCC)SCC1=NN=C(SC(C)C)S1,3.11
COC1=CC=C(C=C1)C(C1=CC=C(OC)C=C1)C(Cl)(Cl)Cl,2.27
CCN1C=C(C(O)=O)C(=O)C2=CC=C(C)N=C12,2.06
CC(C)(O)CCC1=CC=CC=C1,1.87
OC1=C(NC(=O)C2=C(O)C(Cl)=CC(Cl)=C2Cl)C=C(Cl)C=C1Cl,2.6
CC1=C(O)C(O)=CC(Cl)=C1,2.05
O=C1CC(N2C(=O)C3=C(C=CC=C3)C2=O)C(=O)N1,1.69
CCN1CCC(C1)=C(C1=CC=CC=C1)C1=CC=CC=C1,2.77
CC=O,1.82
CCOP(=S)(OCC)SCC1=NN=C(OCCOC)S1,3.99
CC=C(C)C=CC=C(C)C,1.86
O=C1CC2CC(O1)C1CCCC21,2.33
CN(C)P(F)(=O)N(C)C,5.19
CC1(C)OCC(CCl)O1,3.12
CC1=CC2=C(NC(=N2)C(F)(F)F)C=C1Br,3.56
CCOC(C)OCC,1.41
CCOCC(Cl)C(OCC)OCC,2.2
COC(=O)CC1=CC=CC2=C1C=CC=C2,2.02
CCSCC1=C(OC(=O)NC)C=CC=C1,3.05
NC1CC1,2.11
CC1C(=O)OC2CCN3CC=C(COC(=O)C(C)(O)C1(C)O)C23,3.69
CCCCCCCCCCCOC(=O)CC1=CC=C(C=C1)N(CCCl)CCCl,3.94
CC(C)CNCC(=O)NN=CC1=CC=C(O1)[N+]([O-])=O,2.93
COC1=CC2=CC=C(CCC(C)=O)C=C2C=C1,1.77
CN(C)CCCN1C2=C(C=CC=C2)C(C)(C)C2=C1C=CC=C2,2.2
CN(C)C(=O)C1=C(O)C=CC=C1,1.86
CNCC12CCC(C3=C1C=CC=C3)C1=C2C=CC=C1,2.62
CCCCC(CC)COS(O)(=O)=O,1.71
CCOC(=O)CSP(=O)(OCC)OCC,3.75
CN(C)CC(=O)NN=CC1=C(N=C2SC=CN12)C1=CC=CC=C1,2.74
CCOCCOCCOC(C)=O,1.21
CC=CC=CC=CC(C)=O,1.5
CCCCN1CCCC1=NC1=CC=C(Cl)C(Cl)=C1,1.97
CCCOC(=O)C1COC2=C(O1)C=CC=C2,1.48
CC(C)(O)C(=O)C1=CC=C(OCCO)C=C1,1.74
CCCCOCCOCCOC(=O)CCCCC(=O)OCCOCCOCCCC,1.86
OCC(F)(F)F,2.62
CCC(=O)OC=C,1.32
ClCC1COC(O1)C(Cl)(Cl)Cl,2.38
OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(=O)CO,1.27
CC(C)NCC(O)C1=CC=C(O)C(O)=C1,2.77
CCCCC(CC)COC(CBr)C1=CC=CC=C1,3.1
NC(=O)C1=NN(C=N1)C1OC(CO)C(O)C1O,1.96
N1C=CC2=C1C=CC=C2,2.07
CNC(=O)OC1=C(C=CC=C1)C1OCC(C)O1,3.33
OCCOCCOCCC#N,1.07
CCCOP(=S)(OCC(C)C)OC1=C(OC)C(=O)N(C)N=C1,3.55
CCOP(=O)(OCC)ON=C(C1CC1)C1CC1,4.52
NC(=S)C1=C(Cl)C=CC=C1Cl,2.44
COP(=S)(OC)SCC1=NN=C(O1)C(C)C,2.92
OCCSCCO,1.27
CC1(C)CC(C)(CN)CC(N)(O)C1,2.05
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,2.64
CC1(C)C2CC1C(C=O)=CC2,1.81
C(C1CO1)N(CC1CO1)C1=CC=CC=C1,2.03
CON(C)C(=O)C=C(C)OP(=O)(OC)OC,5.1
ClC1CC2C3C1C(Cl)=C(Cl)C2(Cl)C(Cl)=C3Cl,1.52
CCOP(=O)(OCC)SCN1N=C(Cl)C(C)=CC1=O,4.08
CC(C)N=C1SC(=NOC(=O)N(C)SN(C)C(=O)ON=C2SC(SC2(C)C)=NC(C)C)C(C)(C)S1,3.71
CCC(=O)OCCOC1=CC=CC=C1,1.65
CS(=O)(=O)NC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O,2.54
COP(=S)(OC)OC1=CC=C(C(C)=C1)S(C)(=O)=O,3.4
CC1=CC(O)=C(C=C1SC1=CC(=C(O)C=C1C)C(C)(C)C)C(C)(C)C,2.18
CC1(C)C(C=C(Cl)Cl)C1C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1,3.01
CCOC(=O)C1(CCCCCCOC2=CC=C(Cl)C=C2)CO1,3.12
FC(F)(F)C1=CC(NC2=NC=CC=C2C(=O)OC2OC(=O)C3=C2C=CC=C3)=CC=C1,1.54
CC1=NC2=C(C=C(N)C=C2)C(=O)N1C1=C(C)C=CC=C1,3.65
CC(C)COC(=O)CCCOC1=CC=C(Cl)C=C1Cl,3.01
CC1(C)SC2C(NC(=O)CC3=CC=CC=C3)C(=O)N2C1C(O)=O,1.62
CCN(CC)CCCl,3.9
C(OC1OCCOC1OCC1CO1)C1CO1,2.34
COP(C)(=O)OC,1.18
CN1C(=O)C23CC4(C(NC5=C4C=CC=C5)N2C(=O)C1(CO)SS3)N1C=C(CC23SSC(CO)(N(C)C2=O)C(=O)N3C)C2=C1C=CC=C2,3.98
OCP(CO)CO,2.84
COC(=O)CF,4.42
COCCO[Si](CCCl)(OCCOC)OCCOC,2.56
NC1=CC=C(C=C1N)[N+]([O-])=O,2.35
CCOP(=O)(CC)SC1=CC=C(Cl)C=C1,4.66
O=C1CCCC2=C1C=CC=C2,2.21
CCCCCOC(CBr)C1=CC=C(C=C1)C1CCCCC1,3.15
OC1=CC=C(NC2=CC3=C(C=CC=C3)C=C2)C=C1,1.66
CC(=O)C(C)(C)C,2.21
CN1N(C)C(C=C1C)=NC(=O)C1=C(O)C=CC=C1,2.23
OC1=CC=C(Cl)C=C1,2.28
CC(=O)NC1=CC=C2OCOC2=C1,2.25
COC1=CC=C(OC)C(=C1)C(O)C(C)NC(C)C,2.1
CC1OC(C)OC(C)OC(C)O1,2.89
CNC(=O)ON=C(C)C(C)SC,3.1
